Cnot11	Cnot12	Cnot13	Ctrl1	Ctrl2	Ctrl3
ENSG00000196498	372	480	482	237	330	356
ENSG00000196502	0	0	0	0	1	0
ENSG00000196503	1	0	0	0	1	0
ENSG00000196504	18	40	19	4	27	20
ENSG00000196505	15	11	20	6	23	14
ENSG00000196507	15	21	23	5	9	9
ENSG00000196510	31	54	43	14	35	39
ENSG00000196511	0	0	1	1	1	0
ENSG00000196517	45	61	54	28	34	35
ENSG00000196526	68	73	58	28	33	39
ENSG00000196531	167	228	230	82	126	111
ENSG00000196535	66	96	74	54	78	84
ENSG00000196539	0	0	0	0	0	0
ENSG00000196542	0	0	0	0	0	0
ENSG00000196547	40	68	62	49	77	106
ENSG00000196549	222	385	375	111	190	199
ENSG00000196550	4	5	12	2	4	4
ENSG00000196553	0	0	0	0	0	0
ENSG00000196557	16	19	18	17	27	28
ENSG00000196562	10	16	15	13	20	25
ENSG00000196565	0	0	0	0	0	0
ENSG00000196569	17	28	16	13	22	22
ENSG00000196576	184	210	244	113	152	157
ENSG00000196578	0	0	0	0	0	0
ENSG00000196581	0	1	2	1	2	2
ENSG00000196586	24	31	29	9	19	20
ENSG00000196588	26	31	27	4	32	34
ENSG00000196589	0	0	0	0	0	0
ENSG00000196591	4	0	118	68	8	4
ENSG00000196597	0	4	3	5	7	8
ENSG00000196600	0	0	0	0	0	0
ENSG00000196604	0	0	0	0	0	0
ENSG00000196605	4	5	0	0	2	1
ENSG00000196610	0	0	0	0	0	0
ENSG00000196616	0	0	0	0	0	0
ENSG00000196628	41	52	54	29	43	36
ENSG00000196632	10	14	18	11	14	16
ENSG00000196636	0	0	0	0	2	4
ENSG00000196639	10	18	13	3	8	8
ENSG00000196642	76	40	95	28	53	119
ENSG00000196646	0	0	0	0	0	0
ENSG00000196652	28	32	51	14	25	23
ENSG00000196653	1	4	1	3	2	1
ENSG00000196655	8	8	6	7	6	9
ENSG00000196660	0	0	0	0	0	0
ENSG00000196663	19	22	7	0	6	0
ENSG00000196670	4	13	7	5	14	18
ENSG00000196678	8	7	10	4	9	3
ENSG00000196683	8	12	12	10	20	23
ENSG00000196684	2	5	5	1	0	0
ENSG00000196689	5	7	2	2	9	10
ENSG00000196693	5	10	5	6	4	7
ENSG00000196704	22	33	34	16	36	22
ENSG00000196705	6	8	6	4	10	8
ENSG00000196711	0	0	0	0	0	2
ENSG00000196712	47	223	209	108	181	157
ENSG00000196715	11	22	16	9	4	10
ENSG00000196724	1	2	4	4	10	6
ENSG00000196730	81	104	120	46	50	57
ENSG00000196735	0	0	0	0	0	0
ENSG00000196739	9	11	11	7	11	11
ENSG00000196743	0	0	0	1	0	0
ENSG00000196747	6	9	6	4	16	6
ENSG00000196748	0	0	0	0	0	0
ENSG00000196754	0	0	0	0	0	0
ENSG00000196757	2	9	2	6	8	16
ENSG00000196772	0	0	0	0	0	0
ENSG00000196776	9	11	27	22	29	5
ENSG00000196778	0	0	0	0	0	0
ENSG00000196781	5	5	3	2	3	9
ENSG00000196782	13	28	28	5	11	11
ENSG00000196787	4	5	12	9	8	17
ENSG00000196792	9	52	76	6	17	42
ENSG00000196793	4	6	3	4	5	4
ENSG00000196800	0	0	0	0	0	0
ENSG00000196805	0	0	0	0	0	0
ENSG00000196811	0	0	0	0	0	0
ENSG00000196814	3	2	5	2	0	2
ENSG00000196821	7	8	10	23	45	12
ENSG00000196826	1	0	0	2	2	2
ENSG00000196832	0	0	0	0	0	0
ENSG00000196834	0	0	0	0	0	0
ENSG00000196839	10	13	4	1	10	14
ENSG00000196843	3	6	1	16	18	21
ENSG00000196844	0	0	0	0	0	0
ENSG00000196859	0	0	0	0	0	0
ENSG00000196860	0	1	0	0	0	0
ENSG00000196862	0	2	1	0	2	0
ENSG00000196865	20	30	30	25	27	33
ENSG00000196866	6	5	9	10	14	20
ENSG00000196867	0	3	1	2	2	2
ENSG00000196872	1	0	1	0	0	0
ENSG00000196873	10	13	7	1	6	12
ENSG00000196876	30	60	14	9	34	4
ENSG00000196878	12	12	21	6	11	9
ENSG00000196890	4	6	8	8	8	4
ENSG00000196911	9	8	13	4	4	6
ENSG00000196912	10	10	19	8	22	24
ENSG00000196914	99	204	19	23	151	118
ENSG00000196923	79	79	39	22	36	28
ENSG00000196924	296	325	768	286	294	289
ENSG00000196932	0	2	2	1	2	0
ENSG00000196935	18	5	47	19	17	13
ENSG00000196937	1	10	10	7	12	19
ENSG00000196943	5	8	20	19	9	14
ENSG00000196944	0	0	0	0	0	0
ENSG00000196946	0	0	1	0	0	0
ENSG00000196950	9	12	9	3	8	6
ENSG00000196954	49	66	57	3	29	48
ENSG00000196961	234	265	261	142	223	210
ENSG00000196967	5	13	12	5	7	6
ENSG00000196968	2	8	10	7	9	3
ENSG00000196975	23	36	8	3	13	20
ENSG00000196976	5	6	11	2	5	0
ENSG00000196990	0	0	0	0	0	0
ENSG00000196993	0	0	0	3	0	0
ENSG00000196998	78	99	93	39	37	43
ENSG00000197006	19	46	39	2	33	28
ENSG00000197008	7	4	2	5	3	1
ENSG00000197013	1	0	0	2	3	0
ENSG00000197016	3	4	2	2	2	4
ENSG00000197020	8	3	8	2	9	6
ENSG00000197021	9	15	9	5	8	6
ENSG00000197024	0	0	2	4	4	10
ENSG00000197037	14	10	5	2	11	7
ENSG00000197043	98	82	65	61	96	101
ENSG00000197044	1	0	0	2	1	1
ENSG00000197045	2	4	3	6	10	2
ENSG00000197046	2	1	0	0	0	0
ENSG00000197050	2	1	0	2	5	10
ENSG00000197054	0	0	1	0	0	0
ENSG00000197056	5	8	11	7	8	10
ENSG00000197057	0	0	0	0	0	0
ENSG00000197061	8	14	7	5	16	20
ENSG00000197062	6	15	13	12	14	11
ENSG00000197063	6	5	7	1	2	5
ENSG00000197070	2	5	6	9	7	2
ENSG00000197077	15	25	30	15	11	22
ENSG00000197079	0	0	0	0	0	0
ENSG00000197081	443	648	595	274	478	409
ENSG00000197084	0	0	0	0	0	0
ENSG00000197093	5	5	6	4	2	4
ENSG00000197110	0	0	0	0	0	0
ENSG00000197111	257	356	305	194	262	264
ENSG00000197114	14	30	16	21	21	23
ENSG00000197119	2	12	1	4	7	4
ENSG00000197121	3	1	7	3	2	4
ENSG00000197122	77	99	109	34	55	54
ENSG00000197123	0	0	0	0	0	0
ENSG00000197124	0	2	5	0	4	5
ENSG00000197125	0	0	0	0	0	0
ENSG00000197128	8	7	4	5	8	5
ENSG00000197134	1	1	4	2	0	5
ENSG00000197136	146	196	197	148	171	166
ENSG00000197140	0	0	0	0	0	0
ENSG00000197142	8	9	6	1	4	3
ENSG00000197147	6	9	17	2	7	7
ENSG00000197150	28	31	28	27	33	29
ENSG00000197153	5	4	3	5	8	5
ENSG00000197157	1	0	2	5	5	2
ENSG00000197162	0	3	1	0	0	0
ENSG00000197165	0	1	0	0	0	0
ENSG00000197168	0	0	1	1	0	0
ENSG00000197170	53	73	76	2	0	1
ENSG00000197172	0	0	0	0	0	0
ENSG00000197177	1	0	1	0	3	1
ENSG00000197181	0	0	0	0	0	0
ENSG00000197183	38	51	46	19	17	31
ENSG00000197213	0	0	0	0	0	0
ENSG00000197217	16	35	20	10	22	38
ENSG00000197223	9	16	16	5	8	9
ENSG00000197226	52	75	82	38	60	68
ENSG00000197233	0	1	0	0	0	0
ENSG00000197238	17	14	15	20	27	26
ENSG00000197241	0	0	0	0	0	0
ENSG00000197249	1	5	3	0	0	0
ENSG00000197253	0	0	0	0	2	0
ENSG00000197256	61	81	81	38	58	56
ENSG00000197261	1	0	0	0	0	1
ENSG00000197265	3	6	10	3	9	5
ENSG00000197272	1	1	2	0	2	1
ENSG00000197275	0	0	2	0	0	0
ENSG00000197283	44	30	20	41	26	11
ENSG00000197299	1	7	6	3	10	2
ENSG00000197302	7	10	8	2	19	8
ENSG00000197309	0	0	0	0	0	0
ENSG00000197312	1	1	3	0	1	0
ENSG00000197321	85	126	102	39	57	72
ENSG00000197323	57	51	63	33	52	21
ENSG00000197324	78	115	78	84	116	101
ENSG00000197343	13	21	14	14	20	25
ENSG00000197345	6	7	25	4	17	16
ENSG00000197355	16	23	31	0	19	19
ENSG00000197360	0	2	2	2	2	2
ENSG00000197361	0	0	0	0	0	2
ENSG00000197362	2	0	2	0	3	0
ENSG00000197363	1	3	1	3	3	1
ENSG00000197372	1	4	3	1	0	0
ENSG00000197375	12	9	7	7	11	4
ENSG00000197380	0	0	4	0	1	0
ENSG00000197381	12	17	14	9	11	10
ENSG00000197386	1	3	1	0	1	1
ENSG00000197403	0	0	0	0	0	0
ENSG00000197405	0	0	0	0	0	0
ENSG00000197406	0	0	0	1	0	0
ENSG00000197408	0	0	1	0	0	0
ENSG00000197409	12	12	9	8	11	8
ENSG00000197410	0	0	0	0	0	0
ENSG00000197415	7	7	8	2	3	5
ENSG00000197416	0	0	0	0	0	0
ENSG00000197428	0	0	0	0	0	0
ENSG00000197429	4	2	3	5	9	3
ENSG00000197430	0	0	0	0	0	0
ENSG00000197437	0	0	0	0	0	0
ENSG00000197444	5	1	2	2	4	4
ENSG00000197446	1	3	0	0	1	0
ENSG00000197448	31	40	55	28	50	34
ENSG00000197451	89	120	109	40	64	71
ENSG00000197454	0	0	0	0	0	0
ENSG00000197457	0	1	1	1	1	0
ENSG00000197461	7	12	14	5	6	11
ENSG00000197465	0	0	0	0	0	0
ENSG00000197467	21	13	18	9	7	10
ENSG00000197471	0	1	2	0	0	0
ENSG00000197472	1	3	2	0	1	0
ENSG00000197479	0	0	0	0	0	0
ENSG00000197483	18	21	11	12	11	24
ENSG00000197487	0	0	0	0	0	0
ENSG00000197496	0	0	0	0	0	0
ENSG00000197497	0	0	0	0	0	0
ENSG00000197498	6	7	6	5	16	11
ENSG00000197520	0	0	0	0	0	0
ENSG00000197530	42	36	52	37	49	62
ENSG00000197532	0	0	0	0	0	0
ENSG00000197535	88	135	124	53	97	106
ENSG00000197540	0	0	0	0	0	0
ENSG00000197548	41	53	40	22	31	31
ENSG00000197555	69	107	91	51	79	79
ENSG00000197561	0	0	0	0	0	0
ENSG00000197562	9	9	11	5	6	4
ENSG00000197563	24	19	25	10	11	16
ENSG00000197565	0	2	1	0	1	0
ENSG00000197566	0	1	0	0	2	0
ENSG00000197568	3	2	3	3	3	0
ENSG00000197576	0	0	0	0	1	1
ENSG00000197579	24	27	34	0	26	2
ENSG00000197580	0	0	0	1	0	0
ENSG00000197584	0	0	0	0	0	0
ENSG00000197586	33	41	38	22	26	42
ENSG00000197587	0	0	1	0	0	0
ENSG00000197591	0	0	0	0	0	0
ENSG00000197594	6	2	0	2	0	4
ENSG00000197599	0	0	2	0	3	3
ENSG00000197601	22	24	6	3	6	14
ENSG00000197603	18	47	47	29	33	54
ENSG00000197608	9	18	13	11	11	15
ENSG00000197614	1	0	0	0	0	0
ENSG00000197619	6	7	1	7	8	14
ENSG00000197620	3	10	7	3	9	6
ENSG00000197622	11	19	21	7	12	13
ENSG00000197632	118	145	128	58	87	29
ENSG00000197635	1	1	2	1	1	1
ENSG00000197641	0	0	0	0	0	0
ENSG00000197647	1	5	5	4	4	7
ENSG00000197651	0	0	0	0	0	0
ENSG00000197653	0	1	6	3	4	2
ENSG00000197658	0	0	0	0	0	0
ENSG00000197694	345	476	500	213	355	373
ENSG00000197696	4	3	3	1	2	2
ENSG00000197702	0	0	1	4	7	4
ENSG00000197705	0	0	0	0	0	0
ENSG00000197706	0	0	0	0	0	0
ENSG00000197712	7	17	5	10	5	27
ENSG00000197713	19	31	28	8	24	14
ENSG00000197714	7	1	7	15	1	3
ENSG00000197721	0	0	0	0	0	0
ENSG00000197724	2	5	3	5	9	16
ENSG00000197728	78	108	112	87	124	122
ENSG00000197734	0	0	0	1	0	0
ENSG00000197746	306	401	391	235	145	385
ENSG00000197747	20	42	32	20	37	39
ENSG00000197748	0	0	0	0	0	0
ENSG00000197756	75	82	65	31	66	92
ENSG00000197757	0	1	1	0	2	4
ENSG00000197763	3	5	6	2	2	5
ENSG00000197766	5	6	0	2	10	2
ENSG00000197768	0	0	1	1	1	0
ENSG00000197771	87	158	146	48	94	81
ENSG00000197774	2	0	1	0	4	1
ENSG00000197776	0	1	1	0	1	0
ENSG00000197779	4	5	3	2	10	9
ENSG00000197780	6	6	5	4	6	8
ENSG00000197782	4	3	3	2	1	4
ENSG00000197785	28	22	14	2	9	10
ENSG00000197786	0	0	0	0	0	0
ENSG00000197790	0	0	0	0	0	0
ENSG00000197798	16	29	31	5	1	21
ENSG00000197808	3	3	2	4	3	4
ENSG00000197818	2	11	13	5	15	19
ENSG00000197822	9	10	8	7	4	8
ENSG00000197826	0	0	1	0	0	0
ENSG00000197837	8	3	11	4	7	9
ENSG00000197841	5	10	8	6	10	10
ENSG00000197849	0	0	0	0	0	0
ENSG00000197852	3	7	9	0	0	2
ENSG00000197857	3	7	6	10	1	8
ENSG00000197858	18	66	72	8	99	100
ENSG00000197859	0	0	1	0	2	2
ENSG00000197860	1	3	6	2	2	3
ENSG00000197863	3	4	4	3	5	6
ENSG00000197870	0	0	0	0	0	0
ENSG00000197872	4	5	5	2	12	8
ENSG00000197879	55	2	2	16	5	1
ENSG00000197885	4	7	12	2	2	3
ENSG00000197887	0	0	0	0	0	0
ENSG00000197888	0	0	0	0	0	0
ENSG00000197889	0	0	0	0	0	0
ENSG00000197891	0	0	0	0	0	0
ENSG00000197892	15	9	6	7	14	6
ENSG00000197893	1	0	1	0	0	0
ENSG00000197894	4	6	7	12	9	9
ENSG00000197901	0	0	0	0	0	0
ENSG00000197903	112	136	123	72	118	99
ENSG00000197905	26	36	24	24	48	36
ENSG00000197912	4	6	9	7	8	11
ENSG00000197928	2	4	2	4	2	5
ENSG00000197930	5	11	12	7	11	3
ENSG00000197933	0	0	0	0	2	0
ENSG00000197935	0	0	0	0	0	0
ENSG00000197937	9	19	7	10	20	20
ENSG00000197938	0	0	0	0	0	0
ENSG00000197943	19	21	21	14	17	16
ENSG00000197948	17	17	15	13	8	23
ENSG00000197951	7	12	12	8	5	9
ENSG00000197953	0	0	0	0	0	0
ENSG00000197956	99	146	130	112	121	146
ENSG00000197958	50	11	19	47	66	54
ENSG00000197959	7	10	6	4	8	5
ENSG00000197961	12	11	12	11	22	28
ENSG00000197965	21	12	9	4	14	8
ENSG00000197969	0	5	0	0	63	3
ENSG00000197971	3	3	6	0	2	4
ENSG00000197976	20	17	17	18	17	25
ENSG00000197978	0	1	0	4	1	8
ENSG00000197980	0	0	0	1	0	1
ENSG00000197982	4	8	5	7	1	6
ENSG00000197991	0	0	1	0	0	1
ENSG00000197993	0	0	0	0	0	0
ENSG00000198000	32	62	62	36	36	47
ENSG00000198001	3	6	5	7	11	8
ENSG00000198003	2	0	0	0	1	3
ENSG00000198010	0	0	0	0	0	0
ENSG00000198015	11	13	17	7	10	14
ENSG00000198018	0	0	0	1	0	0
ENSG00000198019	0	0	0	0	1	0
ENSG00000198021	0	0	0	0	0	0
ENSG00000198033	0	0	0	0	0	0
ENSG00000198039	7	5	4	4	6	6
ENSG00000198040	16	21	15	12	18	16
ENSG00000198042	4	0	1	2	1	2
ENSG00000198046	1	2	4	3	3	5
ENSG00000198053	61	100	82	44	46	49
ENSG00000198055	21	34	31	24	35	33
ENSG00000198056	4	2	4	2	1	3
ENSG00000198062	0	0	0	0	0	0
ENSG00000198064	13	10	1	0	5	3
ENSG00000198075	0	0	2	0	0	0
ENSG00000198077	0	0	0	0	0	0
ENSG00000198081	7	7	18	7	14	17
ENSG00000198083	0	0	0	0	0	0
ENSG00000198087	53	106	84	55	69	57
ENSG00000198088	3	5	3	0	2	1
ENSG00000198089	5	17	18	17	17	23
ENSG00000198090	0	0	0	0	0	0
ENSG00000198093	0	0	6	3	8	0
ENSG00000198099	0	0	1	0	0	0
ENSG00000198104	0	0	0	0	0	0
ENSG00000198105	4	5	1	2	3	5
ENSG00000198121	72	107	99	25	67	50
ENSG00000198125	0	0	0	0	0	0
ENSG00000198128	0	0	0	0	0	1
ENSG00000198130	3	8	10	0	8	1
ENSG00000198131	16	25	25	8	27	22
ENSG00000198133	4	5	1	2	2	1
ENSG00000198146	31	43	36	17	35	40
ENSG00000198156	1	0	1	0	0	0
ENSG00000198157	3	6	3	4	1	8
ENSG00000198160	66	91	72	32	55	71
ENSG00000198162	39	82	58	42	67	73
ENSG00000198169	3	4	3	0	0	0
ENSG00000198171	9	5	3	3	20	0
ENSG00000198173	0	0	0	0	0	0
ENSG00000198176	16	23	3	6	18	8
ENSG00000198178	0	0	0	0	0	0
ENSG00000198182	2	8	3	1	3	8
ENSG00000198183	0	0	0	0	0	0
ENSG00000198185	6	2	4	5	12	5
ENSG00000198189	0	2	0	0	2	2
ENSG00000198198	1	86	77	64	4	26
ENSG00000198203	0	0	0	1	2	1
ENSG00000198205	5	9	4	5	6	6
ENSG00000198208	3	7	3	4	4	6
ENSG00000198211	55	4	6	26	0	17
ENSG00000198216	0	1	0	0	0	0
ENSG00000198218	85	117	114	51	73	70
ENSG00000198223	0	0	0	0	0	0
ENSG00000198225	0	0	0	0	0	0
ENSG00000198231	81	118	87	49	53	84
ENSG00000198242	67	89	72	8	106	120
ENSG00000198252	2	7	5	3	3	4
ENSG00000198258	28	43	46	34	53	53
ENSG00000198265	17	34	35	34	18	42
ENSG00000198270	4	0	5	5	5	0
ENSG00000198276	4	29	18	10	4	3
ENSG00000198283	0	0	0	0	0	0
ENSG00000198286	2	3	3	4	4	6
ENSG00000198298	0	2	2	1	2	2
ENSG00000198300	8	14	11	12	9	22
ENSG00000198301	33	61	5	36	34	42
ENSG00000198315	11	13	10	10	18	17
ENSG00000198324	13	15	11	6	5	13
ENSG00000198326	0	1	0	0	0	0
ENSG00000198331	5	12	10	2	12	10
ENSG00000198336	0	0	0	0	0	1
ENSG00000198342	1	0	1	2	2	1
ENSG00000198346	0	1	0	0	1	0
ENSG00000198353	2	2	4	4	3	1
ENSG00000198356	32	33	0	20	0	9
ENSG00000198363	64	56	57	23	43	39
ENSG00000198369	48	61	53	32	21	16
ENSG00000198373	46	68	47	38	74	66
ENSG00000198380	178	268	269	69	132	89
ENSG00000198382	11	17	16	0	9	1
ENSG00000198393	2	7	1	0	0	0
ENSG00000198398	0	0	0	0	0	0
ENSG00000198399	62	115	76	58	83	89
ENSG00000198400	1	0	0	1	0	0
ENSG00000198408	70	101	104	45	66	48
ENSG00000198417	0	0	0	0	0	1
ENSG00000198420	34	21	63	18	3	46
ENSG00000198429	2	0	1	0	1	0
ENSG00000198431	141	187	102	53	91	115
ENSG00000198440	5	5	10	7	5	6
ENSG00000198443	0	0	0	0	0	0
ENSG00000198445	0	0	0	0	0	0
ENSG00000198453	5	9	7	7	4	7
ENSG00000198455	10	11	16	9	11	12
ENSG00000198457	0	0	0	0	0	0
ENSG00000198464	5	14	9	3	9	17
ENSG00000198466	5	7	12	7	17	8
ENSG00000198467	0	25	7	4	0	6
ENSG00000198471	0	0	0	0	0	0
ENSG00000198482	3	0	3	11	18	0
ENSG00000198483	0	0	0	0	0	0
ENSG00000198488	0	0	0	0	0	0
ENSG00000198492	143	201	198	72	121	110
ENSG00000198498	19	24	16	7	3	3
ENSG00000198513	9	6	7	2	9	8
ENSG00000198515	1	2	1	1	0	1
ENSG00000198517	18	13	22	6	11	17
ENSG00000198520	1	0	2	0	1	1
ENSG00000198521	8	19	7	7	9	13
ENSG00000198522	29	40	11	13	24	25
ENSG00000198535	2	3	1	0	0	1
ENSG00000198538	1	5	3	2	7	9
ENSG00000198542	1	1	1	0	0	1
ENSG00000198546	4	3	10	0	4	0
ENSG00000198547	0	0	0	0	0	0
ENSG00000198551	0	0	0	0	0	0
ENSG00000198553	0	2	0	1	1	0
ENSG00000198554	28	42	44	13	16	39
ENSG00000198556	0	2	4	2	0	1
ENSG00000198561	126	190	192	79	123	144
ENSG00000198563	23	33	39	18	33	39
ENSG00000198569	2	3	0	1	3	5
ENSG00000198570	0	0	0	0	0	0
ENSG00000198585	20	23	10	10	9	17
ENSG00000198586	61	92	84	40	43	62
ENSG00000198589	62	80	64	32	65	82
ENSG00000198597	1	7	1	1	2	4
ENSG00000198598	27	22	21	12	20	15
ENSG00000198601	0	0	0	0	0	0
ENSG00000198604	81	83	139	29	68	59
ENSG00000198610	0	0	0	0	0	0
ENSG00000198612	23	62	29	20	30	35
ENSG00000198624	0	3	3	0	3	3
ENSG00000198625	7	9	5	4	3	4
ENSG00000198626	0	1	1	2	0	0
ENSG00000198633	0	1	1	0	0	1
ENSG00000198643	1	0	0	0	0	0
ENSG00000198646	110	120	132	39	84	80
ENSG00000198663	39	46	56	30	59	45
ENSG00000198668	34	27	21	25	8	29
ENSG00000198670	1	0	0	1	1	0
ENSG00000198673	0	0	0	0	1	0
ENSG00000198674	0	0	0	0	0	0
ENSG00000198677	67	113	103	68	79	112
ENSG00000198680	12	12	8	5	12	3
ENSG00000198682	3	21	13	2	4	8
ENSG00000198689	33	43	43	24	52	62
ENSG00000198690	4	4	9	2	5	8
ENSG00000198691	0	0	1	0	0	0
ENSG00000198692	2	11	4	6	2	10
ENSG00000198695	475	708	824	577	447	997
ENSG00000198700	8	11	22	5	12	6
ENSG00000198704	0	0	0	0	0	0
ENSG00000198707	3	48	13	3	18	11
ENSG00000198712	2227	2692	3148	2366	1623	3925
ENSG00000198715	85	126	113	54	62	68
ENSG00000198718	5	48	32	11	24	19
ENSG00000198719	0	0	0	0	0	0
ENSG00000198720	8	9	6	6	4	9
ENSG00000198721	24	26	30	22	24	24
ENSG00000198722	64	90	89	70	102	109
ENSG00000198723	0	0	0	0	0	0
ENSG00000198727	1333	1705	2143	1439	1033	2646
ENSG00000198728	3	0	70	38	0	0
ENSG00000198730	1	0	1	0	0	6
ENSG00000198732	1	5	6	2	1	1
ENSG00000198734	0	0	0	0	0	0
ENSG00000198736	11	9	7	2	4	12
ENSG00000198740	13	16	17	12	13	18
ENSG00000198742	24	42	38	10	19	19
ENSG00000198746	4	1	3	0	1	1
ENSG00000198752	18	13	26	5	0	13
ENSG00000198753	1	0	2	1	2	1
ENSG00000198754	8	10	9	4	6	8
ENSG00000198756	3	1	6	0	2	3
ENSG00000198758	0	0	0	0	0	0
ENSG00000198759	0	5	0	1	0	0
ENSG00000198763	1617	2197	2427	1588	1304	2560
ENSG00000198765	1	0	0	0	0	0
ENSG00000198768	0	0	0	1	0	1
ENSG00000198771	7	1	3	0	0	0
ENSG00000198780	0	0	2	0	0	12
ENSG00000198783	6	6	3	1	1	3
ENSG00000198786	1980	2592	3034	2243	1751	3905
ENSG00000198788	0	1	0	0	0	0
ENSG00000198791	6	11	11	4	16	12
ENSG00000198792	51	53	56	46	49	56
ENSG00000198793	19	22	16	12	23	0
ENSG00000198794	1	2	0	5	7	9
ENSG00000198795	30	28	16	8	21	27
ENSG00000198798	0	0	0	0	0	0
ENSG00000198804	4005	5235	6263	5388	4120	9559
ENSG00000198805	62	86	74	24	41	42
ENSG00000198807	0	2	2	0	1	2
ENSG00000198814	37	32	36	5	19	11
ENSG00000198815	55	55	68	24	37	33
ENSG00000198816	5	4	3	8	12	6
ENSG00000198821	0	0	0	0	0	0
ENSG00000198822	0	0	0	0	0	0
ENSG00000198825	15	12	16	9	11	10
ENSG00000198826	7	31	30	10	10	12
ENSG00000198829	0	0	0	0	0	0
ENSG00000198830	16	31	24	22	26	22
ENSG00000198832	27	62	42	25	42	46
ENSG00000198836	31	3	1	45	42	3
ENSG00000198837	15	34	20	11	18	5
ENSG00000198838	0	0	0	0	4	2
ENSG00000198839	2	5	0	1	5	1
ENSG00000198840	348	511	532	349	371	500
ENSG00000198842	0	0	1	0	0	0
ENSG00000198843	18	7	11	7	22	14
ENSG00000198844	0	0	0	0	0	0
ENSG00000198848	10	9	20	4	14	14
ENSG00000198851	0	0	0	0	0	0
ENSG00000198853	60	80	87	32	42	47
ENSG00000198854	0	0	0	0	0	0
ENSG00000198855	1	0	0	0	1	0
ENSG00000198856	8	2	1	4	3	2
ENSG00000198858	0	5	4	6	19	9
ENSG00000198860	0	0	1	1	0	0
ENSG00000198862	5	1	0	21	24	0
ENSG00000198863	17	29	25	14	15	25
ENSG00000198865	0	0	2	0	0	0
ENSG00000198874	9	17	10	8	11	11
ENSG00000198876	0	16	13	2	3	0
ENSG00000198879	7	9	4	6	8	10
ENSG00000198883	0	0	0	0	0	0
ENSG00000198885	11	17	19	2	10	8
ENSG00000198886	2879	3929	4539	3164	2309	5376
ENSG00000198888	1195	1618	1859	1390	1066	2678
ENSG00000198892	2	9	11	10	7	8
ENSG00000198894	0	1	1	2	1	2
ENSG00000198898	13	31	27	11	19	10
ENSG00000198899	1554	1938	2486	1633	1217	2973
ENSG00000198901	42	12	40	32	43	10
ENSG00000198908	10	16	13	4	5	7
ENSG00000198909	32	48	49	17	32	23
ENSG00000198910	41	13	16	6	64	3
ENSG00000198911	17	56	2	49	69	64
ENSG00000198915	1	0	4	1	3	1
ENSG00000198917	0	1	4	1	0	0
ENSG00000198919	15	14	13	5	11	18
ENSG00000198920	7	10	6	12	15	4
ENSG00000198924	5	13	8	8	12	14
ENSG00000198925	112	141	136	61	81	97
ENSG00000198929	6	5	7	4	3	4
ENSG00000198930	0	0	0	0	0	0
ENSG00000198931	18	12	14	8	12	18
ENSG00000198932	9	14	4	8	6	9
ENSG00000198933	27	50	22	23	40	42
ENSG00000198938	1217	1514	1947	1358	1045	2489
ENSG00000198939	0	0	0	0	0	1
ENSG00000198945	19	3	13	6	26	0
ENSG00000198947	11	8	17	11	12	12
ENSG00000198948	9	12	9	3	0	6
ENSG00000198951	17	23	18	18	25	22
ENSG00000198952	135	205	180	110	145	164
ENSG00000198954	42	47	76	25	36	47
ENSG00000198959	0	17	12	7	12	6
ENSG00000198960	6	13	13	9	13	9
ENSG00000198961	34	60	52	18	34	38
ENSG00000198963	1	0	0	0	0	0
ENSG00000198964	10	3	6	4	10	4
ENSG00000198965	0	0	0	0	0	0
ENSG00000198967	0	0	0	0	0	0
ENSG00000203326	0	6	1	1	3	5
ENSG00000203485	44	167	181	23	31	109
ENSG00000203499	0	1	0	0	0	0
ENSG00000203546	3	2	2	1	1	0
ENSG00000203623	1	3	1	0	0	1
ENSG00000203624	2	4	4	3	2	3
ENSG00000203661	0	0	0	0	0	0
ENSG00000203663	0	0	0	0	0	0
ENSG00000203666	0	5	7	2	1	1
ENSG00000203667	0	0	4	4	4	3
ENSG00000203668	6	19	10	7	10	19
ENSG00000203685	0	0	0	0	0	0
ENSG00000203690	0	0	0	0	0	0
ENSG00000203697	0	0	0	0	0	0
ENSG00000203705	4	6	4	3	0	4
ENSG00000203710	0	0	0	0	0	0
ENSG00000203722	0	2	1	5	1	2
ENSG00000203724	1	2	1	0	0	0
ENSG00000203727	0	0	0	0	0	0
ENSG00000203733	0	0	0	0	0	0
ENSG00000203734	0	0	0	0	0	0
ENSG00000203740	0	0	0	0	0	0
ENSG00000203747	0	0	0	0	0	0
ENSG00000203756	0	0	0	0	0	0
ENSG00000203757	0	0	0	0	0	0
ENSG00000203760	8	13	8	5	5	5
ENSG00000203772	1	0	0	1	0	0
ENSG00000203778	6	4	2	2	3	1
ENSG00000203780	0	0	0	0	0	1
ENSG00000203785	0	0	0	0	0	0
ENSG00000203786	0	0	0	0	0	0
ENSG00000203791	2	0	4	0	2	2
ENSG00000203797	0	0	0	1	1	0
ENSG00000203805	0	0	0	0	1	0
ENSG00000203811	11	12	7	13	17	18
ENSG00000203812	37	54	59	39	64	64
ENSG00000203814	19	22	27	11	34	25
ENSG00000203852	11	12	7	13	17	18
ENSG00000203857	0	0	0	0	0	0
ENSG00000203859	0	0	0	0	0	0
ENSG00000203870	0	0	0	0	0	0
ENSG00000203872	0	0	0	0	0	0
ENSG00000203877	1	1	1	0	0	2
ENSG00000203879	3	4	3	0	4	2
